REF_DATE,GEO,Field of study,VALUE
2020/2021,Quebec,Medicine,3536.0
2021/2022,Quebec,Medicine,3674.0
2022/2023,Quebec,Medicine,3733.0
2023/2024,Quebec,Medicine,3845.0
2019/2020,Quebec,Nursing,2725.0
2020/2021,Quebec,Nursing,2808.0
2021/2022,Quebec,Nursing,2885.0
2022/2023,Quebec,Nursing,2927.0
2023/2024,Quebec,Nursing,3015.0
2019/2020,Quebec,Pharmacy,2665.0
2020/2021,Quebec,Pharmacy,2732.0
2021/2022,Quebec,Pharmacy,2841.0
2022/2023,Quebec,Pharmacy,2905.0
2023/2024,Quebec,Pharmacy,2992.0
2019/2020,Quebec,Veterinary medicine,2741.0
2020/2021,Quebec,Veterinary medicine,2747.0
2021/2022,Quebec,Veterinary medicine,2855.0
2022/2023,Quebec,Veterinary medicine,2927.0
2023/2024,Quebec,Veterinary medicine,3014.0
2019/2020,Quebec,Optometry,3114.0
2020/2021,Quebec,Optometry,3202.0
2021/2022,Quebec,Optometry,3192.0
2022/2023,Quebec,Optometry,3221.0
2023/2024,Quebec,Optometry,3318.0
2019/2020,Quebec,"Other health, parks, recreation and fitness",3029.0
2020/2021,Quebec,"Other health, parks, recreation and fitness",3160.0
2021/2022,Quebec,"Other health, parks, recreation and fitness",3273.0
2022/2023,Quebec,"Other health, parks, recreation and fitness",3321.0
2023/2024,Quebec,"Other health, parks, recreation and fitness",3421.0
2019/2020,Quebec,"Personal, protective and transportation services",2544.0
2020/2021,Quebec,"Personal, protective and transportation services",2700.0
2021/2022,Quebec,"Personal, protective and transportation services",2865.0
2022/2023,Quebec,"Personal, protective and transportation services",2952.0
2023/2024,Quebec,"Personal, protective and transportation services",3041.0
2019/2020,Ontario,"Total, field of study",7931.0
2020/2021,Ontario,"Total, field of study",7938.0
2021/2022,Ontario,"Total, field of study",7850.0
2022/2023,Ontario,"Total, field of study",7997.0
2023/2024,Ontario,"Total, field of study",8190.0
2019/2020,Ontario,Education,6311.0
2020/2021,Ontario,Education,6265.0
2021/2022,Ontario,Education,6268.0
2022/2023,Ontario,Education,6334.0
2023/2024,Ontario,Education,6452.0
2019/2020,Ontario,"Visual and performing arts, and communications technologies",6522.0
2020/2021,Ontario,"Visual and performing arts, and communications technologies",6493.0
2021/2022,Ontario,"Visual and performing arts, and communications technologies",6578.0
2022/2023,Ontario,"Visual and performing arts, and communications technologies",6651.0
2023/2024,Ontario,"Visual and performing arts, and communications technologies",6778.0
2019/2020,Ontario,Humanities,6085.0
2020/2021,Ontario,Humanities,6083.0
2021/2022,Ontario,Humanities,6092.0
2022/2023,Ontario,Humanities,6194.0
2023/2024,Ontario,Humanities,6310.0
2019/2020,Ontario,"Social and behavioural sciences, and legal studies",6135.0
2020/2021,Ontario,"Social and behavioural sciences, and legal studies",6145.0
2021/2022,Ontario,"Social and behavioural sciences, and legal studies",6154.0
2022/2023,Ontario,"Social and behavioural sciences, and legal studies",6241.0
2023/2024,Ontario,"Social and behavioural sciences, and legal studies",6360.0
2019/2020,Ontario,Law,19423.0
2020/2021,Ontario,Law,19434.0
2021/2022,Ontario,Law,19419.0
2022/2023,Ontario,Law,19726.0
2023/2024,Ontario,Law,20316.0
2019/2020,Ontario,"Business, management and public administration",9413.0
2020/2021,Ontario,"Business, management and public administration",9405.0
2021/2022,Ontario,"Business, management and public administration",9484.0
2022/2023,Ontario,"Business, management and public administration",9694.0
2023/2024,Ontario,"Business, management and public administration",10062.0
2019/2020,Ontario,Physical and life sciences and technologies,6837.0
2020/2021,Ontario,Physical and life sciences and technologies,6835.0
2021/2022,Ontario,Physical and life sciences and technologies,6127.0
2022/2023,Ontario,Physical and life sciences and technologies,6218.0
2023/2024,Ontario,Physical and life sciences and technologies,6341.0
2019/2020,Ontario,"Mathematics, computer and information sciences",8041.0
2020/2021,Ontario,"Mathematics, computer and information sciences",7977.0
2021/2022,Ontario,"Mathematics, computer and information sciences",7846.0
2022/2023,Ontario,"Mathematics, computer and information sciences",7957.0
2023/2024,Ontario,"Mathematics, computer and information sciences",8155.0
2019/2020,Ontario,Engineering,11301.0
2020/2021,Ontario,Engineering,11336.0
2021/2022,Ontario,Engineering,11427.0
2022/2023,Ontario,Engineering,11679.0
2023/2024,Ontario,Engineering,11970.0
2019/2020,Ontario,Architecture,7997.0
2020/2021,Ontario,Architecture,7998.0
2021/2022,Ontario,Architecture,8097.0
2022/2023,Ontario,Architecture,8212.0
2023/2024,Ontario,Architecture,8427.0
2019/2020,Ontario,"Agriculture, natural resources and conservation",6162.0
2020/2021,Ontario,"Agriculture, natural resources and conservation",6157.0
2021/2022,Ontario,"Agriculture, natural resources and conservation",6159.0
2022/2023,Ontario,"Agriculture, natural resources and conservation",6272.0
2023/2024,Ontario,"Agriculture, natural resources and conservation",6390.0
2019/2020,Ontario,Dentistry,36423.0
2020/2021,Ontario,Dentistry,36425.0
2021/2022,Ontario,Dentistry,36422.0
2022/2023,Ontario,Dentistry,36764.0
2023/2024,Ontario,Dentistry,38041.0
2019/2020,Ontario,Medicine,24159.0
2020/2021,Ontario,Medicine,24154.0
2021/2022,Ontario,Medicine,24150.0
2022/2023,Ontario,Medicine,24187.0
2023/2024,Ontario,Medicine,24583.0
2019/2020,Ontario,Nursing,6269.0
2020/2021,Ontario,Nursing,6273.0
2021/2022,Ontario,Nursing,6289.0
2022/2023,Ontario,Nursing,6398.0
2023/2024,Ontario,Nursing,6484.0
2019/2020,Ontario,Pharmacy,17966.0
2020/2021,Ontario,Pharmacy,17973.0
2021/2022,Ontario,Pharmacy,17804.0
2022/2023,Ontario,Pharmacy,17918.0
2023/2024,Ontario,Pharmacy,18369.0
2019/2020,Ontario,Veterinary medicine,8070.0
2020/2021,Ontario,Veterinary medicine,8070.0
2021/2022,Ontario,Veterinary medicine,8070.0
2022/2023,Ontario,Veterinary medicine,9244.0
2023/2024,Ontario,Veterinary medicine,9937.0
2019/2020,Ontario,Optometry,15270.0
2020/2021,Ontario,Optometry,15270.0
2021/2022,Ontario,Optometry,14820.0
2022/2023,Ontario,Optometry,14820.0
2023/2024,Ontario,Optometry,15179.0
2019/2020,Ontario,"Other health, parks, recreation and fitness",6522.0
2020/2021,Ontario,"Other health, parks, recreation and fitness",6579.0
2021/2022,Ontario,"Other health, parks, recreation and fitness",6588.0
2022/2023,Ontario,"Other health, parks, recreation and fitness",6633.0
2023/2024,Ontario,"Other health, parks, recreation and fitness",6757.0
2019/2020,Ontario,"Personal, protective and transportation services",6197.0
2020/2021,Ontario,"Personal, protective and transportation services",6289.0
2021/2022,Ontario,"Personal, protective and transportation services",6253.0
2022/2023,Ontario,"Personal, protective and transportation services",6381.0
2023/2024,Ontario,"Personal, protective and transportation services",6474.0
2019/2020,Manitoba,"Total, field of study",4695.0
2020/2021,Manitoba,"Total, field of study",4901.0
2021/2022,Manitoba,"Total, field of study",5064.0
2022/2023,Manitoba,"Total, field of study",5245.0
2023/2024,Manitoba,"Total, field of study",5386.0
2019/2020,Manitoba,Education,4039.0
2020/2021,Manitoba,Education,4207.0
2021/2022,Manitoba,Education,4367.0
2022/2023,Manitoba,Education,4533.0
2023/2024,Manitoba,Education,4657.0
2019/2020,Manitoba,"Visual and performing arts, and communications technologies",4275.0
2020/2021,Manitoba,"Visual and performing arts, and communications technologies",4441.0
2021/2022,Manitoba,"Visual and performing arts, and communications technologies",4612.0
2022/2023,Manitoba,"Visual and performing arts, and communications technologies",4823.0
2023/2024,Manitoba,"Visual and performing arts, and communications technologies",4957.0
2019/2020,Manitoba,Humanities,3942.0
2020/2021,Manitoba,Humanities,4165.0
2021/2022,Manitoba,Humanities,4329.0
2022/2023,Manitoba,Humanities,4494.0
2023/2024,Manitoba,Humanities,4618.0
2019/2020,Manitoba,"Social and behavioural sciences, and legal studies",4000.0
2020/2021,Manitoba,"Social and behavioural sciences, and legal studies",4191.0
2021/2022,Manitoba,"Social and behavioural sciences, and legal studies",4362.0
2022/2023,Manitoba,"Social and behavioural sciences, and legal studies",4523.0
2023/2024,Manitoba,"Social and behavioural sciences, and legal studies",4649.0
2019/2020,Manitoba,Law,10756.0
2020/2021,Manitoba,Law,10997.0
2021/2022,Manitoba,Law,11411.0
2022/2023,Manitoba,Law,11839.0
2023/2024,Manitoba,Law,12164.0
2019/2020,Manitoba,"Business, management and public administration",4579.0
2020/2021,Manitoba,"Business, management and public administration",4790.0
2021/2022,Manitoba,"Business, management and public administration",5009.0
2022/2023,Manitoba,"Business, management and public administration",5212.0
2023/2024,Manitoba,"Business, management and public administration",5355.0
2019/2020,Manitoba,Physical and life sciences and technologies,4262.0
2020/2021,Manitoba,Physical and life sciences and technologies,4485.0
2021/2022,Manitoba,Physical and life sciences and technologies,4621.0
2022/2023,Manitoba,Physical and life sciences and technologies,4792.0
2023/2024,Manitoba,Physical and life sciences and technologies,4925.0
2019/2020,Manitoba,"Mathematics, computer and information sciences",4222.0
2020/2021,Manitoba,"Mathematics, computer and information sciences",4427.0
2021/2022,Manitoba,"Mathematics, computer and information sciences",4566.0
2022/2023,Manitoba,"Mathematics, computer and information sciences",4733.0
2023/2024,Manitoba,"Mathematics, computer and information sciences",4866.0
2019/2020,Manitoba,Engineering,6172.0
2020/2021,Manitoba,Engineering,6352.0
2021/2022,Manitoba,Engineering,6455.0
2022/2023,Manitoba,Engineering,6569.0
2023/2024,Manitoba,Engineering,6750.0
2019/2020,Manitoba,Architecture,4677.0
2020/2021,Manitoba,Architecture,4854.0
2021/2022,Manitoba,Architecture,5033.0
2022/2023,Manitoba,Architecture,5224.0
2023/2024,Manitoba,Architecture,5368.0
2019/2020,Manitoba,"Agriculture, natural resources and conservation",4475.0
2020/2021,Manitoba,"Agriculture, natural resources and conservation",4673.0
2021/2022,Manitoba,"Agriculture, natural resources and conservation",4837.0
2022/2023,Manitoba,"Agriculture, natural resources and conservation",5019.0
2023/2024,Manitoba,"Agriculture, natural resources and conservation",5158.0
2019/2020,Manitoba,Dentistry,22486.0
2020/2021,Manitoba,Dentistry,22710.0
2021/2022,Manitoba,Dentistry,22938.0
2022/2023,Manitoba,Dentistry,23798.0
2023/2024,Manitoba,Dentistry,24452.0
2019/2020,Manitoba,Medicine,9165.0
2020/2021,Manitoba,Medicine,9807.0
2021/2022,Manitoba,Medicine,10297.0
2022/2023,Manitoba,Medicine,10812.0
2023/2024,Manitoba,Medicine,11109.0
2019/2020,Manitoba,Nursing,5333.0
2020/2021,Manitoba,Nursing,5363.0
2021/2022,Manitoba,Nursing,5854.0
2022/2023,Manitoba,Nursing,6011.0
2023/2024,Manitoba,Nursing,6159.0
2019/2020,Manitoba,Pharmacy,19100.0
2020/2021,Manitoba,Pharmacy,19255.0
2021/2022,Manitoba,Pharmacy,19412.0
2022/2023,Manitoba,Pharmacy,19412.0
2023/2024,Manitoba,Pharmacy,19412.0
2019/2020,Manitoba,"Other health, parks, recreation and fitness",4197.0
2020/2021,Manitoba,"Other health, parks, recreation and fitness",4365.0
2021/2022,Manitoba,"Other health, parks, recreation and fitness",4536.0
2022/2023,Manitoba,"Other health, parks, recreation and fitness",4717.0
2023/2024,Manitoba,"Other health, parks, recreation and fitness",4846.0
2019/2020,Manitoba,"Personal, protective and transportation services",4090.0
2020/2021,Manitoba,"Personal, protective and transportation services",4235.0
2021/2022,Manitoba,"Personal, protective and transportation services",4392.0
2022/2023,Manitoba,"Personal, protective and transportation services",4553.0
2023/2024,Manitoba,"Personal, protective and transportation services",4684.0
2019/2020,Saskatchewan,"Total, field of study",7798.0
2020/2021,Saskatchewan,"Total, field of study",8235.0
2021/2022,Saskatchewan,"Total, field of study",8455.0
2022/2023,Saskatchewan,"Total, field of study",8843.0
2023/2024,Saskatchewan,"Total, field of study",9232.0
2019/2020,Saskatchewan,Education,6859.0
2020/2021,Saskatchewan,Education,6858.0
2021/2022,Saskatchewan,Education,7132.0
2022/2023,Saskatchewan,Education,7319.0
2023/2024,Saskatchewan,Education,7612.0
2019/2020,Saskatchewan,"Visual and performing arts, and communications technologies",6929.0
2020/2021,Saskatchewan,"Visual and performing arts, and communications technologies",6943.0
2021/2022,Saskatchewan,"Visual and performing arts, and communications technologies",7216.0
2022/2023,Saskatchewan,"Visual and performing arts, and communications technologies",7488.0
2023/2024,Saskatchewan,"Visual and performing arts, and communications technologies",7789.0
2019/2020,Saskatchewan,Humanities,6561.0
2020/2021,Saskatchewan,Humanities,6563.0
2021/2022,Saskatchewan,Humanities,6797.0
2022/2023,Saskatchewan,Humanities,7060.0
2023/2024,Saskatchewan,Humanities,7344.0
2019/2020,Saskatchewan,"Social and behavioural sciences, and legal studies",6567.0
2020/2021,Saskatchewan,"Social and behavioural sciences, and legal studies",6573.0
2021/2022,Saskatchewan,"Social and behavioural sciences, and legal studies",6840.0
2022/2023,Saskatchewan,"Social and behavioural sciences, and legal studies",7109.0
2023/2024,Saskatchewan,"Social and behavioural sciences, and legal studies",7396.0
2019/2020,Saskatchewan,Law,14064.0
2020/2021,Saskatchewan,Law,15048.0
2021/2022,Saskatchewan,Law,15651.0
2022/2023,Saskatchewan,Law,16278.0
2023/2024,Saskatchewan,Law,16929.0
2019/2020,Saskatchewan,"Business, management and public administration",7545.0
2020/2021,Saskatchewan,"Business, management and public administration",7536.0
2021/2022,Saskatchewan,"Business, management and public administration",7858.0
2022/2023,Saskatchewan,"Business, management and public administration",8156.0
2023/2024,Saskatchewan,"Business, management and public administration",8508.0
2019/2020,Saskatchewan,Physical and life sciences and technologies,6857.0
2020/2021,Saskatchewan,Physical and life sciences and technologies,6853.0
2021/2022,Saskatchewan,Physical and life sciences and technologies,7119.0
2022/2023,Saskatchewan,Physical and life sciences and technologies,7402.0
2023/2024,Saskatchewan,Physical and life sciences and technologies,7712.0
2019/2020,Saskatchewan,"Mathematics, computer and information sciences",6910.0
2020/2021,Saskatchewan,"Mathematics, computer and information sciences",6917.0
2021/2022,Saskatchewan,"Mathematics, computer and information sciences",7197.0
2022/2023,Saskatchewan,"Mathematics, computer and information sciences",7466.0
2023/2024,Saskatchewan,"Mathematics, computer and information sciences",7775.0
2019/2020,Saskatchewan,Engineering,7835.0
2020/2021,Saskatchewan,Engineering,7856.0
2021/2022,Saskatchewan,Engineering,8184.0
2022/2023,Saskatchewan,Engineering,8707.0
2023/2024,Saskatchewan,Engineering,9528.0
2019/2020,Saskatchewan,Architecture,6452.0
2020/2021,Saskatchewan,Architecture,6452.0
2021/2022,Saskatchewan,Architecture,6710.0
2022/2023,Saskatchewan,Architecture,6978.0
2023/2024,Saskatchewan,Architecture,7258.0
2019/2020,Saskatchewan,"Agriculture, natural resources and conservation",6617.0
2020/2021,Saskatchewan,"Agriculture, natural resources and conservation",6617.0
2021/2022,Saskatchewan,"Agriculture, natural resources and conservation",6880.0
2022/2023,Saskatchewan,"Agriculture, natural resources and conservation",7155.0
2023/2024,Saskatchewan,"Agriculture, natural resources and conservation",7581.0
2019/2020,Saskatchewan,Dentistry,44584.0
2020/2021,Saskatchewan,Dentistry,45921.0
2021/2022,Saskatchewan,Dentistry,47298.0
2022/2023,Saskatchewan,Dentistry,49190.0
2023/2024,Saskatchewan,Dentistry,51158.0
2019/2020,Saskatchewan,Medicine,17998.0
2020/2021,Saskatchewan,Medicine,17998.0
2021/2022,Saskatchewan,Medicine,18718.0
2022/2023,Saskatchewan,Medicine,19467.0
2023/2024,Saskatchewan,Medicine,20246.0
2019/2020,Saskatchewan,Nursing,7831.0
2020/2021,Saskatchewan,Nursing,7840.0
2021/2022,Saskatchewan,Nursing,8143.0
2022/2023,Saskatchewan,Nursing,8434.0
2023/2024,Saskatchewan,Nursing,8734.0
2019/2020,Saskatchewan,Pharmacy,13177.0
2020/2021,Saskatchewan,Pharmacy,13177.0
2021/2022,Saskatchewan,Pharmacy,13705.0
2022/2023,Saskatchewan,Pharmacy,19130.0
2023/2024,Saskatchewan,Pharmacy,19895.0
2019/2020,Saskatchewan,Veterinary medicine,10737.0
2020/2021,Saskatchewan,Veterinary medicine,39847.0
2021/2022,Saskatchewan,Veterinary medicine,40217.0
2022/2023,Saskatchewan,Veterinary medicine,40853.0
2023/2024,Saskatchewan,Veterinary medicine,41654.0
2019/2020,Saskatchewan,"Other health, parks, recreation and fitness",6937.0
2020/2021,Saskatchewan,"Other health, parks, recreation and fitness",6939.0
2021/2022,Saskatchewan,"Other health, parks, recreation and fitness",7198.0
2022/2023,Saskatchewan,"Other health, parks, recreation and fitness",7451.0
2023/2024,Saskatchewan,"Other health, parks, recreation and fitness",7749.0
2019/2020,Saskatchewan,"Personal, protective and transportation services",6713.0
2020/2021,Saskatchewan,"Personal, protective and transportation services",6713.0
2021/2022,Saskatchewan,"Personal, protective and transportation services",6983.0
2022/2023,Saskatchewan,"Personal, protective and transportation services",7230.0
2023/2024,Saskatchewan,"Personal, protective and transportation services",7523.0
2019/2020,Alberta,"Total, field of study",5692.0
2020/2021,Alberta,"Total, field of study",6111.0
2021/2022,Alberta,"Total, field of study",6582.0
2022/2023,Alberta,"Total, field of study",7203.0
2023/2024,Alberta,"Total, field of study",7586.0
2019/2020,Alberta,Education,5302.0
2020/2021,Alberta,Education,5670.0
2021/2022,Alberta,Education,6059.0
2022/2023,Alberta,Education,6529.0
2023/2024,Alberta,Education,6872.0
2019/2020,Alberta,"Visual and performing arts, and communications technologies",5026.0
2020/2021,Alberta,"Visual and performing arts, and communications technologies",5426.0
2021/2022,Alberta,"Visual and performing arts, and communications technologies",5837.0
2022/2023,Alberta,"Visual and performing arts, and communications technologies",6257.0
2023/2024,Alberta,"Visual and performing arts, and communications technologies",6600.0
2019/2020,Alberta,Humanities,5032.0
2020/2021,Alberta,Humanities,5448.0
2021/2022,Alberta,Humanities,5977.0
2022/2023,Alberta,Humanities,6380.0
2023/2024,Alberta,Humanities,6725.0
2019/2020,Alberta,"Social and behavioural sciences, and legal studies",5344.0
2020/2021,Alberta,"Social and behavioural sciences, and legal studies",5732.0
2021/2022,Alberta,"Social and behavioural sciences, and legal studies",6125.0
2022/2023,Alberta,"Social and behavioural sciences, and legal studies",6550.0
2023/2024,Alberta,"Social and behavioural sciences, and legal studies",6901.0
2019/2020,Alberta,Law,11048.0
2020/2021,Alberta,Law,11803.0
2021/2022,Alberta,Law,12659.0
2022/2023,Alberta,Law,15091.0
2023/2024,Alberta,Law,15839.0
2019/2020,Alberta,"Business, management and public administration",5726.0
2020/2021,Alberta,"Business, management and public administration",6132.0
2021/2022,Alberta,"Business, management and public administration",6639.0
2022/2023,Alberta,"Business, management and public administration",7188.0
2023/2024,Alberta,"Business, management and public administration",7554.0
2019/2020,Alberta,Physical and life sciences and technologies,5305.0
2020/2021,Alberta,Physical and life sciences and technologies,5680.0
2021/2022,Alberta,Physical and life sciences and technologies,6072.0
2022/2023,Alberta,Physical and life sciences and technologies,6512.0
2023/2024,Alberta,Physical and life sciences and technologies,6866.0
2019/2020,Alberta,"Mathematics, computer and information sciences",5290.0
2020/2021,Alberta,"Mathematics, computer and information sciences",5669.0
2021/2022,Alberta,"Mathematics, computer and information sciences",6065.0
2022/2023,Alberta,"Mathematics, computer and information sciences",6487.0
2023/2024,Alberta,"Mathematics, computer and information sciences",6825.0
2019/2020,Alberta,Engineering,6077.0
2020/2021,Alberta,Engineering,6594.0
2021/2022,Alberta,Engineering,7202.0
2022/2023,Alberta,Engineering,8821.0
2023/2024,Alberta,Engineering,9279.0
2019/2020,Alberta,Architecture,5380.0
2020/2021,Alberta,Architecture,5765.0
2021/2022,Alberta,Architecture,6164.0
2022/2023,Alberta,Architecture,6605.0
2023/2024,Alberta,Architecture,6898.0
2019/2020,Alberta,"Agriculture, natural resources and conservation",5237.0
2020/2021,Alberta,"Agriculture, natural resources and conservation",5599.0
2021/2022,Alberta,"Agriculture, natural resources and conservation",5952.0
2022/2023,Alberta,"Agriculture, natural resources and conservation",6387.0
2023/2024,Alberta,"Agriculture, natural resources and conservation",6701.0
2019/2020,Alberta,Dentistry,20184.0
2020/2021,Alberta,Dentistry,21597.0
2021/2022,Alberta,Dentistry,23109.0
2022/2023,Alberta,Dentistry,32353.0
2023/2024,Alberta,Dentistry,33713.0
2019/2020,Alberta,Medicine,13305.0
2020/2021,Alberta,Medicine,14237.0
2021/2022,Alberta,Medicine,15422.0
2022/2023,Alberta,Medicine,17099.0
2023/2024,Alberta,Medicine,18040.0
2019/2020,Alberta,Nursing,5868.0
2020/2021,Alberta,Nursing,6279.0
2021/2022,Alberta,Nursing,6750.0
2022/2023,Alberta,Nursing,7231.0
2023/2024,Alberta,Nursing,7636.0
2019/2020,Alberta,Pharmacy,10611.0
2020/2021,Alberta,Pharmacy,11352.0
2021/2022,Alberta,Pharmacy,12146.0
2022/2023,Alberta,Pharmacy,16461.0
2023/2024,Alberta,Pharmacy,17363.0
2019/2020,Alberta,Veterinary medicine,10864.0
2020/2021,Alberta,Veterinary medicine,11625.0
2021/2022,Alberta,Veterinary medicine,12438.0
2022/2023,Alberta,Veterinary medicine,13309.0
2023/2024,Alberta,Veterinary medicine,14041.0
2019/2020,Alberta,"Other health, parks, recreation and fitness",5210.0
2020/2021,Alberta,"Other health, parks, recreation and fitness",5574.0
2021/2022,Alberta,"Other health, parks, recreation and fitness",5956.0
2022/2023,Alberta,"Other health, parks, recreation and fitness",6364.0
2023/2024,Alberta,"Other health, parks, recreation and fitness",6708.0
2019/2020,Alberta,"Personal, protective and transportation services",4744.0
2020/2021,Alberta,"Personal, protective and transportation services",5120.0
2021/2022,Alberta,"Personal, protective and transportation services",5509.0
2022/2023,Alberta,"Personal, protective and transportation services",6051.0
2023/2024,Alberta,"Personal, protective and transportation services",7171.0
2019/2020,British Columbia,"Total, field of study",5936.0
2020/2021,British Columbia,"Total, field of study",5990.0
2021/2022,British Columbia,"Total, field of study",6134.0
2022/2023,British Columbia,"Total, field of study",6258.0
2023/2024,British Columbia,"Total, field of study",6383.0
2019/2020,British Columbia,Education,5348.0
2020/2021,British Columbia,Education,5442.0
2021/2022,British Columbia,Education,5576.0
2022/2023,British Columbia,Education,5673.0
2023/2024,British Columbia,Education,5786.0
2019/2020,British Columbia,"Visual and performing arts, and communications technologies",5927.0
2020/2021,British Columbia,"Visual and performing arts, and communications technologies",6064.0
2021/2022,British Columbia,"Visual and performing arts, and communications technologies",6284.0
2022/2023,British Columbia,"Visual and performing arts, and communications technologies",6514.0
2023/2024,British Columbia,"Visual and performing arts, and communications technologies",6644.0
2019/2020,British Columbia,Humanities,5164.0
2020/2021,British Columbia,Humanities,5258.0
2021/2022,British Columbia,Humanities,5364.0
2022/2023,British Columbia,Humanities,5468.0
2023/2024,British Columbia,Humanities,5577.0
2019/2020,British Columbia,"Social and behavioural sciences, and legal studies",5389.0
2020/2021,British Columbia,"Social and behavioural sciences, and legal studies",5483.0
2021/2022,British Columbia,"Social and behavioural sciences, and legal studies",5605.0
2022/2023,British Columbia,"Social and behavioural sciences, and legal studies",5704.0
2023/2024,British Columbia,"Social and behavioural sciences, and legal studies",5818.0
2019/2020,British Columbia,Law,13376.0
2020/2021,British Columbia,Law,13562.0
2021/2022,British Columbia,Law,13648.0
2022/2023,British Columbia,Law,13937.0
2023/2024,British Columbia,Law,14216.0
2019/2020,British Columbia,"Business, management and public administration",5720.0
2020/2021,British Columbia,"Business, management and public administration",5853.0
2021/2022,British Columbia,"Business, management and public administration",6070.0
2022/2023,British Columbia,"Business, management and public administration",6176.0
2023/2024,British Columbia,"Business, management and public administration",6299.0
2019/2020,British Columbia,Physical and life sciences and technologies,5309.0
2020/2021,British Columbia,Physical and life sciences and technologies,5405.0
2021/2022,British Columbia,Physical and life sciences and technologies,5528.0
2022/2023,British Columbia,Physical and life sciences and technologies,5633.0
2023/2024,British Columbia,Physical and life sciences and technologies,5746.0
2019/2020,British Columbia,"Mathematics, computer and information sciences",5293.0
2020/2021,British Columbia,"Mathematics, computer and information sciences",5401.0
2021/2022,British Columbia,"Mathematics, computer and information sciences",5573.0
2022/2023,British Columbia,"Mathematics, computer and information sciences",5673.0
2023/2024,British Columbia,"Mathematics, computer and information sciences",5786.0
2019/2020,British Columbia,Engineering,5915.0
2020/2021,British Columbia,Engineering,6039.0
2021/2022,British Columbia,Engineering,6218.0
2022/2023,British Columbia,Engineering,6321.0
2023/2024,British Columbia,Engineering,6447.0
2019/2020,British Columbia,Architecture,6786.0
2020/2021,British Columbia,Architecture,6949.0
2021/2022,British Columbia,Architecture,7091.0
2022/2023,British Columbia,Architecture,7284.0
2023/2024,British Columbia,Architecture,7430.0
2019/2020,British Columbia,"Agriculture, natural resources and conservation",5372.0
2020/2021,British Columbia,"Agriculture, natural resources and conservation",5518.0
2021/2022,British Columbia,"Agriculture, natural resources and conservation",5626.0
2022/2023,British Columbia,"Agriculture, natural resources and conservation",5753.0
2023/2024,British Columbia,"Agriculture, natural resources and conservation",5868.0
2019/2020,British Columbia,Dentistry,29346.0
2020/2021,British Columbia,Dentistry,29932.0
2021/2022,British Columbia,Dentistry,30531.0
2022/2023,British Columbia,Dentistry,31141.0
2023/2024,British Columbia,Dentistry,31764.0
2019/2020,British Columbia,Medicine,18473.0
2020/2021,British Columbia,Medicine,18842.0
2021/2022,British Columbia,Medicine,19219.0
2022/2023,British Columbia,Medicine,19603.0
2023/2024,British Columbia,Medicine,19995.0
2019/2020,British Columbia,Nursing,4816.0
2020/2021,British Columbia,Nursing,4916.0
2021/2022,British Columbia,Nursing,5041.0
2022/2023,British Columbia,Nursing,5106.0
2023/2024,British Columbia,Nursing,5208.0
2019/2020,British Columbia,Pharmacy,13006.0
2020/2021,British Columbia,Pharmacy,13266.0
2021/2022,British Columbia,Pharmacy,13532.0
2022/2023,British Columbia,Pharmacy,13802.0
2023/2024,British Columbia,Pharmacy,14078.0
2019/2020,British Columbia,"Other health, parks, recreation and fitness",5176.0
2020/2021,British Columbia,"Other health, parks, recreation and fitness",5289.0
2021/2022,British Columbia,"Other health, parks, recreation and fitness",5409.0
2022/2023,British Columbia,"Other health, parks, recreation and fitness",5566.0
2023/2024,British Columbia,"Other health, parks, recreation and fitness",5676.0
2019/2020,British Columbia,"Personal, protective and transportation services",5085.0
2020/2021,British Columbia,"Personal, protective and transportation services",5010.0
2021/2022,British Columbia,"Personal, protective and transportation services",5246.0
2022/2023,British Columbia,"Personal, protective and transportation services",5368.0
2023/2024,British Columbia,"Personal, protective and transportation services",5475.0
2019/2020,Yukon,"Total, field of study",3810.0
2020/2021,Yukon,"Total, field of study",3930.0
2021/2022,Yukon,"Total, field of study",4005.0
2022/2023,Yukon,"Total, field of study",4200.0
2023/2024,Yukon,"Total, field of study",4275.0
2019/2020,Yukon,"Business, management and public administration",3810.0
2020/2021,Yukon,"Business, management and public administration",3930.0
2021/2022,Yukon,"Business, management and public administration",4005.0
2022/2023,Yukon,"Business, management and public administration",4200.0
2023/2024,Yukon,"Business, management and public administration",4275.0
